Tweet Content,Date,User,Source,Tweet ID,Tweet URL
Don't like what am hearing especially when it comes about surveillance what does that mean 🤔 #Coronavirus https://t.co/KsAxbRmot6,2020-04-19 23:53:34,tompach09234046,Twitter for Android,1252022561837383680,https://twitter.com/statuses/1252022561837383680
Afternoon walks with Gina #QuarantineLife #coronavirus https://t.co/R2YFi3N3EN,2020-04-19 23:53:33,GinaMuscato,Twitter for iPhone,1252022555977715712,https://twitter.com/statuses/1252022555977715712
This is just an incredible visual of an act of civil disobedience during #covid19 #coronavirus https://t.co/BU31RCzfn7,2020-04-19 23:53:28,TaliaForScience,Twitter for iPhone,1252022536847495169,https://twitter.com/statuses/1252022536847495169
"CNN is soooo stupid, they keep stepping in it!🤠 #Coronavirus",2020-04-19 23:53:26,MrKjon,Twitter for Android,1252022527469256705,https://twitter.com/statuses/1252022527469256705
You will not die my friend #Coronavirus won’t come near you https://t.co/FATQHyXPN6,2020-04-19 23:53:25,belletola,Twitter for iPhone,1252022521387462656,https://twitter.com/statuses/1252022521387462656
25th amendment now!!! #Coronavirus,2020-04-19 23:53:24,JeremywithaZ,Twitter for iPhone,1252022519395160064,https://twitter.com/statuses/1252022519395160064
Best t-shirt of 2020. #coronavirus #bigfoot https://t.co/2IyoMLNJzK,2020-04-19 23:53:24,FGoria,Twitter for Android,1252022517138628609,https://twitter.com/statuses/1252022517138628609
@PrinceDavidOsei I do understand your point boss but our safety first #coronavirus is real in Africa,2020-04-19 23:53:23,richbowyfred,Twitter for iPhone,1252022516073316356,https://twitter.com/statuses/1252022516073316356
Here’s a look at the #coronavirus’s economic hit to California and the U.S.  https://t.co/EZE3vLcqOP,2020-04-19 23:53:17,SavantSociety,Twitter for iPhone,1252022488361349122,https://twitter.com/statuses/1252022488361349122
It's April 19th 👇🏼👇🏼#coronavirus #DonaldJTrump https://t.co/Q6nQIc66E4,2020-04-19 23:53:16,RobertWLane,Twitter Web Client,1252022484339052544,https://twitter.com/statuses/1252022484339052544
2.  I am a 2. #coronavirus https://t.co/fNn9D8pUAj,2020-04-19 23:53:12,AMJLawless26,Twitter for Android,1252022466316296199,https://twitter.com/statuses/1252022466316296199
"See photos of Sacramento response to the #coronavirus pandemic
https://t.co/2N6HJE3bNI",2020-04-19 23:53:08,sacbee_news,SocialFlow,1252022450600247309,https://twitter.com/statuses/1252022450600247309
‘Common Sense’ Is No Substitute for Science in a Pandemic - https://t.co/MbRDSsGizu #COVID19 #coronavirus,2020-04-19 23:53:04,CrowdedHead,Twitter Web App,1252022436435857408,https://twitter.com/statuses/1252022436435857408
This motherfucker right here boi 👋🏼 slap Coronavirus: White House Task Force provides daily COVID-19 update #Coronavirus https://t.co/KJrNQfgCAP,2020-04-19 23:53:01,rozharlem45,Twitter for iPhone,1252022421357563904,https://twitter.com/statuses/1252022421357563904
"#DonaldTrump said that we are in a good position amid #coronavirus because the American people stayed at home, then he praises the protester for being on the streets with American flags, which is literally the opposite of his first sentence.
Do you think Trump has dementia? 🤷‍♂️",2020-04-19 23:53:00,_Michelangelo__,Twitter for iPhone,1252022419545563138,https://twitter.com/statuses/1252022419545563138
We've surpassed three quarters of a million Americans who have confirmed cases of #coronavirus and 40k deaths and this is the demeanor of the president* https://t.co/UQgxhKo0PO https://t.co/L9jJHpucQ0,2020-04-19 23:53:00,Stay_Resolute,Twitter Web App,1252022416521510912,https://twitter.com/statuses/1252022416521510912
"(2) It is possible that our spread rate in SC is substantially lower than other areas, due to our population density and lifestyle. We have very little mass transit or crowded cities. #coronavirus",2020-04-19 23:52:53,danbrackenjr,Twitter for Android,1252022387253694465,https://twitter.com/statuses/1252022387253694465
Throw that CNN Pip Squeak out the door!!!! 😡🤬  #Coronavirus,2020-04-19 23:52:50,1Paintedgypsy,Twitter for iPhone,1252022376994406401,https://twitter.com/statuses/1252022376994406401
Blowing smoke out his ass! He’s a huge idiot & a disgrace to this pandemic & our country! It’s all about how this makes him look. Very sad! The United States deserves better right now. #Coronavirus,2020-04-19 23:52:50,dealsbycat,Twitter for iPhone,1252022374075109376,https://twitter.com/statuses/1252022374075109376
This is what your wife and GF are going to look like after Corona. #coronavirus https://t.co/3XpcE700yh,2020-04-19 23:52:49,ShadesOfSlim64,Twitter for iPhone,1252022372544233473,https://twitter.com/statuses/1252022372544233473
"Wow, being quarantined is finally hitting me😳🥱🥴 #COVID19 #coronavirus",2020-04-19 23:52:48,IamStevenClark9,Twitter for iPhone,1252022367770951681,https://twitter.com/statuses/1252022367770951681
Every fucker is now a doctor... #coronavirus,2020-04-19 23:52:46,AllaDalla101,Twitter for iPhone,1252022360544350208,https://twitter.com/statuses/1252022360544350208
Coronavirus: White House Task Force provides daily COVID-19 update #Coronavirus https://t.co/xYgY8Oek3B,2020-04-19 23:52:46,joshuamurphy09,Twitter for iPhone,1252022359516577792,https://twitter.com/statuses/1252022359516577792
"Swansea healthcare assistant has died after being treated for #coronavirus
 
https://t.co/7qI0hA4WyJ

🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🕊",2020-04-19 23:52:42,Quamasparagi,Twitter for iPad,1252022343783899137,https://twitter.com/statuses/1252022343783899137
@realDonaldTrump keeps blaming Obama for the #coronavirus #pandemic. If Obama left the country in such bad shape why hasn't it been fixed in the past 3 + years he's been in charge?,2020-04-19 23:52:42,tankgrrl29,Twitter Web App,1252022343049916418,https://twitter.com/statuses/1252022343049916418
"Pubs could stay closed until Christmas
#Coronavirus #covis19

https://t.co/i2IR3haNWz",2020-04-19 23:52:42,News64News,Twitter Web App,1252022342353551360,https://twitter.com/statuses/1252022342353551360
Just saw policemen zipper up their jackets to cover their faces 😩 #coronavirus,2020-04-19 23:52:39,Mercedes7593,Twitter Web App,1252022328088723456,https://twitter.com/statuses/1252022328088723456
"NEW: check out video Bill Ryan excerpt (2010-1 min 22 sec), an engineered flu like virus to be released into the Chinese population and spreading to the West on https://t.co/ITXTqDZWmF #coronavirus .............",2020-04-19 23:52:37,RealErcanAtes1,Twitter Web Client,1252022321436598273,https://twitter.com/statuses/1252022321436598273
"Several reports have debunked the depleted stockpile claim. If the claim were true, Trump's administration has had 3 years to fix that problem. Why didn't they?  #Coronavirus",2020-04-19 23:52:37,NorsemanActual,Twitter for Android,1252022319431577601,https://twitter.com/statuses/1252022319431577601
"Asked my parents the secret to being married for almost 45 years. They responded ""For 44 of those, we were not quarantined.""  #coronavirus",2020-04-19 23:52:32,catchtheglove,Twitter Web App,1252022302251892738,https://twitter.com/statuses/1252022302251892738
"Now it's Trump's fault that a stupid woman gov told ppl what they can & can't buy GETS DEATH THREATS!

Thank you Mr. President for taking these daggers from these hateful beings for us, inc. those saying we're bad for wanting OUT OF THIS FARCE of a shut-in!
#coronavirus #foxnews",2020-04-19 23:52:31,MiaWill34311228,Twitter Web App,1252022296795111426,https://twitter.com/statuses/1252022296795111426
@onua_zionfelix Bad news the government made this decision with his political leaders because of financial reasons he has forgotting the life of the citizens #coronavirus is real in Africa,2020-04-19 23:52:30,richbowyfred,Twitter for iPhone,1252022293770964992,https://twitter.com/statuses/1252022293770964992
God. It's the time I get tweets about Trump's #coronavirus update. Going under my duvet forever 👋👋,2020-04-19 23:52:27,ahddrv,Twitter for Android,1252022277669113856,https://twitter.com/statuses/1252022277669113856
Social Distance Protest Blocks Medical Staff From Work | NowThis https://t.co/cCo3LxTXko via @YouTube #COVID19 #Coronavirus,2020-04-19 23:52:26,Vic_Stone1,Twitter Web Client,1252022276045672448,https://twitter.com/statuses/1252022276045672448
Trump losing it  #Coronavirus,2020-04-19 23:52:25,sandrar28927038,Twitter for iPhone,1252022272610746368,https://twitter.com/statuses/1252022272610746368
"I have no sympathy for any one of these turds that gets #coronavirus , none.  https://t.co/jn9rnoZIbv via @seattletimes",2020-04-19 23:52:23,frosty3737,Twitter Web Client,1252022263613800448,https://twitter.com/statuses/1252022263613800448
"How Long Does the Coronavirus Live on Surfaces? How Do I Know If I'm Immune? Your Covid-19 Questions, Answered - https://t.co/IE5G5SiOxE #COVID19 #coronavirus",2020-04-19 23:52:23,CrowdedHead,Twitter Web App,1252022262204489729,https://twitter.com/statuses/1252022262204489729
"handmade_soap: Hand wash #coronavirus Discover great deals on orders of $45 or more. https://t.co/w8Z11zGCsB Shipping: This item is also available for shipping to countries outside the U.S. Anytime, Any Day From North Carolina-to all the States and WORL https://t.co/ALhx4rsMGt",2020-04-19 23:52:21,RollingPines1,IFTTT,1252022255112146948,https://twitter.com/statuses/1252022255112146948
"Did I just hear the President say in response to the questions about the protesters rebelling their shutdowns ""Well their life has been taken away from them"". My jaw dropped in the midst of deaths due to this #coronavirus  saying that. wow.",2020-04-19 23:52:20,pchaney777,Twitter Web App,1252022249781166088,https://twitter.com/statuses/1252022249781166088
"Super excited for #TheLastDance , but just as pumped we’ve only had 7 new cases of #coronavirus in all of Australia overnight",2020-04-19 23:52:20,BullsNationOZ,Twitter for iPhone,1252022248518545409,https://twitter.com/statuses/1252022248518545409
"I look forward to these @realDonaldTrump briefings every night. Highly entertaining. 

Half the time Trumph is providing updates on the virus. The rest of the time is used bitch slapping the Fake News reporters with their biased questions. #potus #coronavirus",2020-04-19 23:52:17,Habs_Burgundy,Twitter for Android,1252022237810626563,https://twitter.com/statuses/1252022237810626563
OMFG HE’S SAYIBG THAT WE NEED QUALITY SWABS FOR TESTING AND THAT’S WHY THERES NO TESTING #coronavirus,2020-04-19 23:52:13,Iamsock,Twitter for iPhone,1252022220077105152,https://twitter.com/statuses/1252022220077105152
"reminder: teenagers aren’t the only ones breaking quarantine i see a lot of people target teens when discussing the risks of going out with your friends, my neighbors are throwing a party rn there’s 15+ ADULTS and their kids who are all 8 and under #coronavirus",2020-04-19 23:52:09,nyancat1005,Twitter for iPhone,1252022204776226816,https://twitter.com/statuses/1252022204776226816
"The International Air Transport Association, which represents 290 carriers, estimates passenger revenues would plunge by 55%, or $314 billion, in 2020 due to the #coronavirus pandemic. In late March, @IATA said half of the world's #airlines would run out of cash in 2 to 3 months. https://t.co/n4JODsO1As",2020-04-19 23:52:07,tribunephl,Twitter Web App,1252022197427646465,https://twitter.com/statuses/1252022197427646465
"Q6 - #NostalgiaChat 

How many things don't seem so quirky now that #Coronavirus has us pretty much stuck at home?",2020-04-19 23:52:04,JoeBugBuster,TweetDeck,1252022181837434881,https://twitter.com/statuses/1252022181837434881
"@Yamiche Per capita testing, US is way down the list.  This was taken just 2 days ago, they were in 43rd position:
#COVID19 
#coronavirus https://t.co/JdSv1BEFKK",2020-04-19 23:51:58,PotamusHippo1,Twitter for iPad,1252022157561008130,https://twitter.com/statuses/1252022157561008130
Get information from a trusted source #coronavirus #FactsMatter https://t.co/zWAHMMZNpe,2020-04-19 23:51:58,CarlaDebnam,Twitter for iPad,1252022156076224517,https://twitter.com/statuses/1252022156076224517
"Hmm .. I find that troubling  ..

‘A hundred British Doctors saying people should now wear masks’

Smacks of utter incompetence to me.
Probably best they say fuck all at this stage ! 

Me.. Same Advice as January 

#CoverYourFace #CoronaVirus",2020-04-19 23:51:57,MartyHealth,Twitter for iPhone,1252022154876641294,https://twitter.com/statuses/1252022154876641294
"US intelligence informed the Trump administration, “which did not deem it of interest,” but the report said the Americans also decided to update two allies with the classified document: NATO and Israel, specifically the IDF.  #Covid19 #coronavirus  https://t.co/XacqnnSILH",2020-04-19 23:51:57,timrewa,Twitter for iPhone,1252022154364964864,https://twitter.com/statuses/1252022154364964864
"@DrTedros Hey CEO, speak up
Or you don’t have the permission  to do so? 
#wuhanhealthorganisation 
#coronavirus https://t.co/lElddAl8pH",2020-04-19 23:51:55,852runninghorse,Twitter Web App,1252022146957639681,https://twitter.com/statuses/1252022146957639681
"@realDonaldTrump is what happen to Flynn worse than the 40,000 Americans that died from #coronavirus because of you? I'm asking for them since you won't even acknowledge their existence. I have yet to hear U say Our hearts go out to all those who have passed. #CoronaVirusUpdate",2020-04-19 23:51:55,TweetChik,Twitter Web App,1252022146097790977,https://twitter.com/statuses/1252022146097790977
